student_id,full_name,gender,major,overall_average_score,overall_attendance_percentage,course_count,failed_courses,risk_low_score,risk_low_attendance,risk_failed_courses,risk_reasons
4124,Piumi Perera,Female,Computer Science,63.11,53.96,20,0,false,true,false,Low attendance
8977,Hiruni Gunawardena,Female,Computer Science,63.18,49.27,20,0,false,true,false,Low attendance
7672,Sachini Wijesinghe,Female,Mathematics,63.22,55.76,17,0,false,true,false,Low attendance
10279,Lahiru Senanayake,Male,Physics,63.22,61.23,22,0,false,true,false,Low attendance
10847,Sahan Ekanayake,Male,Biology,63.24,54.45,19,0,false,true,false,Low attendance
9586,Amal Silva,Male,Mathematics,63.27,55.99,18,0,false,true,false,Low attendance
4655,Nethmi Dias,Female,Physics,63.38,57.71,23,0,false,true,false,Low attendance
10520,Kasun Gunawardena,Male,Mathematics,63.39,50.22,20,0,false,true,false,Low attendance
5082,Sashini Senanayake,Female,Mathematics,63.41,56.59,18,0,false,true,false,Low attendance
5675,Shehan Ekanayake,Male,Biology,63.44,52.45,20,0,false,true,false,Low attendance
9348,Madhavi Rajapaksha,Female,Biology,63.52,55.32,19,0,false,true,false,Low attendance
4362,Hiruni Abeysekera,Female,Physics,63.6,58.05,19,0,false,true,false,Low attendance
3844,Dilini Perera,Female,Physics,63.63,51.18,23,0,false,true,false,Low attendance
9423,Nethmi Abeysekera,Female,Biology,63.64,55.38,19,0,false,true,false,Low attendance
4863,Piumi Madushanka,Female,Computer Science,63.65,59.93,23,0,false,true,false,Low attendance
10052,Kasun Perera,Male,Biology,63.74,52.01,22,0,false,true,false,Low attendance
8407,Hiruni Wijesinghe,Female,Computer Science,63.74,54.38,22,0,false,true,false,Low attendance
10539,Sachini Herath,Female,Physics,63.78,43.75,20,0,false,true,false,Low attendance
3873,Sahan Rajapaksha,Male,Physics,63.79,58.58,20,0,false,true,false,Low attendance
9827,Nethmi Senanayake,Female,Mathematics,63.82,58.92,17,0,false,true,false,Low attendance
8561,Shehan Silva,Male,Physics,63.83,57.41,21,0,false,true,false,Low attendance
7656,Dinithi Madushanka,Female,Physics,63.87,53.42,22,0,false,true,false,Low attendance
10949,Nadeesha Abeysekera,Female,Biology,63.91,53.92,22,0,false,true,false,Low attendance
7196,Nadeesha Dias,Female,Physics,63.94,49.64,22,0,false,true,false,Low attendance
8513,Chamara Jayasinghe,Male,Mathematics,63.94,52.03,17,0,false,true,false,Low attendance
10492,Naveen Fernando,Male,Biology,64.06,57.15,20,0,false,true,false,Low attendance
3723,Piumi Jayasinghe,Female,Mathematics,64.09,52.04,20,0,false,true,false,Low attendance
9772,Tharindu Dias,Male,Physics,64.09,52.43,21,0,false,true,false,Low attendance
6844,Kavindi Peiris,Female,Physics,64.1,53.46,18,0,false,true,false,Low attendance
4679,Dilan Peiris,Male,Mathematics,64.11,46.99,16,0,false,true,false,Low attendance
7025,Rashmi Madushanka,Female,Mathematics,64.16,57.06,17,0,false,true,false,Low attendance
5729,Sahan Abeysekera,Male,Computer Science,64.18,53.01,22,0,false,true,false,Low attendance
6126,Piumi Ranatunga,Female,Computer Science,64.19,57.38,25,0,false,true,false,Low attendance
10904,Amandi Senanayake,Female,Computer Science,64.21,51.32,23,0,false,true,false,Low attendance
4416,Lahiru Dias,Male,Computer Science,64.25,51.95,21,0,false,true,false,Low attendance
3970,Madhavi Herath,Female,Biology,64.25,52.41,23,0,false,true,false,Low attendance
9759,Kasun Ekanayake,Male,Mathematics,64.29,47.41,21,0,false,true,false,Low attendance
9501,Ayesh Silva,Male,Biology,64.3,55.33,23,0,false,true,false,Low attendance
5027,Piumi Fernando,Female,Biology,64.34,53.32,23,0,false,true,false,Low attendance
10667,Sahan Perera,Male,Biology,64.35,48.28,22,0,false,true,false,Low attendance
10804,Madhavi Perera,Female,Mathematics,64.35,51.8,22,0,false,true,false,Low attendance
4190,Madhavi Ranatunga,Female,Biology,64.38,49.44,24,0,false,true,false,Low attendance
5250,Kavindi Peiris,Female,Mathematics,64.38,55.96,20,0,false,true,false,Low attendance
9111,Hiruni Peiris,Female,Computer Science,64.4,59.14,19,0,false,true,false,Low attendance
5989,Shehan Senanayake,Male,Biology,64.41,61.47,19,0,false,true,false,Low attendance
9977,Amandi Peiris,Female,Mathematics,64.42,52.39,20,0,false,true,false,Low attendance
8452,Chamara Herath,Male,Mathematics,64.43,51.16,22,0,false,true,false,Low attendance
5398,Kavindi Ranatunga,Female,Computer Science,64.43,54.59,22,0,false,true,false,Low attendance
7185,Naveen Fernando,Male,Physics,64.43,58.74,20,0,false,true,false,Low attendance
9964,Tharushi Peiris,Female,Mathematics,64.48,50.27,20,0,false,true,false,Low attendance
7780,Ravindu Silva,Male,Mathematics,64.48,51.21,20,0,false,true,false,Low attendance
4380,Ravindu Dias,Male,Computer Science,64.48,56.26,24,0,false,true,false,Low attendance
9395,Amandi Madushanka,Female,Biology,64.49,50.96,22,0,false,true,false,Low attendance
10196,Dinithi Herath,Female,Mathematics,64.49,57.87,20,0,false,true,false,Low attendance
3682,Rashmi Senanayake,Female,Computer Science,64.51,53.07,20,0,false,true,false,Low attendance
10972,Naveen Gunawardena,Male,Biology,64.56,54.52,22,0,false,true,false,Low attendance
8887,Ishara Jayasinghe,Male,Computer Science,64.62,54.5,19,0,false,true,false,Low attendance
10916,Madhavi Fernando,Female,Physics,64.66,51.65,18,0,false,true,false,Low attendance
9573,Sachini Peiris,Female,Physics,64.67,52.58,23,0,false,true,false,Low attendance
7775,Kavindi Ranatunga,Female,Physics,64.68,52.43,16,0,false,true,false,Low attendance
9143,Dilan Senanayake,Male,Computer Science,64.69,50.89,19,0,false,true,false,Low attendance
6483,Shehan Silva,Male,Computer Science,64.69,54.03,24,0,false,true,false,Low attendance
6947,Madhavi Abeysekera,Female,Computer Science,64.75,51.08,24,0,false,true,false,Low attendance
10228,Amandi Abeysekera,Female,Physics,64.82,60.37,21,0,false,true,false,Low attendance
10503,Kavindi Rajapaksha,Female,Physics,64.83,50.78,22,1,false,true,false,Low attendance
5993,Nadeesha Ekanayake,Female,Physics,64.83,57.35,18,0,false,true,false,Low attendance
4638,Ishara Dias,Male,Mathematics,64.84,53.71,22,0,false,true,false,Low attendance
5396,Hiruni Senanayake,Female,Biology,64.89,49.41,23,0,false,true,false,Low attendance
5506,Hiruni Wijesinghe,Female,Mathematics,64.89,60.09,23,0,false,true,false,Low attendance
3131,Dinithi Peiris,Female,Biology,64.99,54.46,23,0,false,true,false,Low attendance
4709,Chamara Ranatunga,Male,Physics,65.01,53.74,25,0,false,true,false,Low attendance
4099,Nadeesha Silva,Female,Computer Science,65.08,56.57,24,0,false,true,false,Low attendance
8536,Shehan Dias,Male,Biology,65.11,56.99,19,0,false,true,false,Low attendance
4015,Tharindu Gunawardena,Male,Biology,65.12,51.24,21,0,false,true,false,Low attendance
9216,Amal Silva,Male,Computer Science,65.16,53.43,24,0,false,true,false,Low attendance
7514,Sachini Silva,Female,Computer Science,65.17,52.83,20,0,false,true,false,Low attendance
3531,Amandi Silva,Female,Physics,65.18,52.55,20,0,false,true,false,Low attendance
7099,Sashini Rajapaksha,Female,Physics,65.18,55.11,22,0,false,true,false,Low attendance
3330,Ravindu Silva,Male,Computer Science,65.18,56.72,22,0,false,true,false,Low attendance
8520,Dilan Madushanka,Male,Physics,65.21,54.71,25,0,false,true,false,Low attendance
10415,Madhavi Peiris,Female,Biology,65.24,47.07,23,0,false,true,false,Low attendance
9951,Sahan Madushanka,Male,Computer Science,65.24,49.35,20,0,false,true,false,Low attendance
7717,Ravindu Ranatunga,Male,Physics,65.25,51.03,20,0,false,true,false,Low attendance
7323,Tharindu Rajapaksha,Male,Mathematics,65.26,48.21,22,0,false,true,false,Low attendance
6923,Kusal Herath,Male,Biology,65.27,50.81,19,0,false,true,false,Low attendance
10797,Chamara Wijesinghe,Male,Biology,65.28,57.59,23,0,false,true,false,Low attendance
4715,Ayesh Abeysekera,Male,Physics,65.3,48.74,22,1,false,true,false,Low attendance
5921,Sachini Ranatunga,Female,Mathematics,65.3,64.04,17,0,false,true,false,Low attendance
6804,Sachini Herath,Female,Mathematics,65.31,53.55,16,0,false,true,false,Low attendance
9209,Ishara Madushanka,Male,Mathematics,65.31,55.57,23,1,false,true,false,Low attendance
3752,Kavindi Wijesinghe,Female,Mathematics,65.33,56.75,18,0,false,true,false,Low attendance
5304,Naveen Dias,Male,Biology,65.35,47.62,22,0,false,true,false,Low attendance
3168,Dilan Herath,Male,Computer Science,65.35,64.35,18,0,false,true,false,Low attendance
7093,Sanduni Jayasinghe,Female,Computer Science,65.36,62.64,20,0,false,true,false,Low attendance
4043,Kusal Perera,Male,Biology,65.37,48.72,22,0,false,true,false,Low attendance
10306,Amal Ranatunga,Male,Physics,65.41,60.43,21,0,false,true,false,Low attendance
10361,Chamara Silva,Male,Computer Science,65.43,54.82,21,0,false,true,false,Low attendance
8975,Hiruni Madushanka,Female,Biology,65.44,49.32,26,0,false,true,false,Low attendance
4041,Lahiru Herath,Male,Mathematics,65.44,57.62,17,0,false,true,false,Low attendance
4794,Sachini Dias,Female,Physics,65.45,57.11,21,0,false,true,false,Low attendance
8631,Ishara Rajapaksha,Male,Biology,65.46,52.45,21,0,false,true,false,Low attendance
8445,Ishani Perera,Female,Biology,65.5,54.04,17,0,false,true,false,Low attendance
10147,Lahiru Fernando,Male,Computer Science,65.51,46.63,18,0,false,true,false,Low attendance
10475,Piumi Wijesinghe,Female,Mathematics,65.53,57.87,18,0,false,true,false,Low attendance
9817,Sachini Silva,Female,Computer Science,65.56,55.43,25,0,false,true,false,Low attendance
10646,Sashini Rajapaksha,Female,Mathematics,65.6,53.1,15,0,false,true,false,Low attendance
7081,Ishani Peiris,Female,Computer Science,65.62,56.01,22,0,false,true,false,Low attendance
8028,Shehan Peiris,Male,Computer Science,65.63,53.21,21,0,false,true,false,Low attendance
5098,Amandi Dias,Female,Physics,65.63,54.95,18,0,false,true,false,Low attendance
3292,Amal Abeysekera,Male,Biology,65.66,57.86,19,0,false,true,false,Low attendance
1879,Russell Adams,Male,Mathematics,65.66,61.93,19,1,false,true,false,Low attendance
3191,Sachini Ekanayake,Female,Computer Science,65.68,54.3,24,0,false,true,false,Low attendance
8940,Amal Gunawardena,Male,Physics,65.74,54.58,25,0,false,true,false,Low attendance
3419,Dilini Wijesinghe,Female,Physics,65.74,55.88,20,0,false,true,false,Low attendance
9400,Ayesh Perera,Male,Computer Science,65.78,51.4,19,0,false,true,false,Low attendance
6303,Amandi Jayasinghe,Female,Computer Science,65.79,53.79,19,0,false,true,false,Low attendance
9015,Nimal Gunawardena,Male,Mathematics,65.79,60.31,18,0,false,true,false,Low attendance
5558,Ayesh Senanayake,Male,Computer Science,65.8,52.65,22,0,false,true,false,Low attendance
9470,Kusal Peiris,Male,Biology,65.81,53.54,21,0,false,true,false,Low attendance
8340,Sachini Senanayake,Female,Computer Science,65.81,60.01,22,1,false,true,false,Low attendance
7359,Naveen Senanayake,Male,Biology,65.83,56.11,23,0,false,true,false,Low attendance
5761,Sachini Jayasinghe,Female,Mathematics,65.84,52.79,19,0,false,true,false,Low attendance
5624,Shehan Herath,Male,Biology,65.85,57.5,21,0,false,true,false,Low attendance
7885,Nadeesha Madushanka,Female,Mathematics,65.86,53.31,22,0,false,true,false,Low attendance
9889,Ishani Madushanka,Female,Biology,65.87,55.8,17,0,false,true,false,Low attendance
8934,Kasun Silva,Male,Biology,65.87,60.3,24,0,false,true,false,Low attendance
10917,Lahiru Perera,Male,Physics,65.89,50.99,17,0,false,true,false,Low attendance
7327,Ravindu Silva,Male,Physics,65.94,61.32,18,0,false,true,false,Low attendance
3044,Ishani Wijesinghe,Female,Biology,65.95,54.61,20,0,false,true,false,Low attendance
9213,Ishani Ekanayake,Female,Biology,65.97,50.1,18,0,false,true,false,Low attendance
5106,Sahan Herath,Male,Computer Science,65.97,56.08,20,0,false,true,false,Low attendance
5643,Kusal Ranatunga,Male,Mathematics,65.99,61.34,19,0,false,true,false,Low attendance
10496,Dinithi Rajapaksha,Female,Physics,66.0,63.02,21,0,false,true,false,Low attendance
8138,Amal Wijesinghe,Male,Physics,66.01,52.21,19,0,false,true,false,Low attendance
6840,Nethmi Perera,Female,Biology,66.02,52.51,21,0,false,true,false,Low attendance
6218,Hiruni Rajapaksha,Female,Mathematics,66.02,60.62,21,0,false,true,false,Low attendance
10201,Dilini Jayasinghe,Female,Mathematics,66.03,55.6,18,0,false,true,false,Low attendance
5733,Nimal Jayasinghe,Male,Mathematics,66.03,60.41,19,0,false,true,false,Low attendance
2775,Rachel Sims,Male,Mathematics,66.05,52.99,20,0,false,true,false,Low attendance
9869,Ishani Peiris,Female,Biology,66.05,55.72,20,0,false,true,false,Low attendance
8904,Dilan Madushanka,Male,Biology,66.06,51.7,23,0,false,true,false,Low attendance
4436,Kavindi Silva,Female,Physics,66.07,55.76,20,0,false,true,false,Low attendance
4286,Sahan Ranatunga,Male,Mathematics,66.14,54.8,18,0,false,true,false,Low attendance
4108,Kasun Wijesinghe,Male,Computer Science,66.17,50.76,22,0,false,true,false,Low attendance
10190,Madhavi Rajapaksha,Female,Computer Science,66.19,53.48,20,0,false,true,false,Low attendance
8880,Amandi Gunawardena,Female,Computer Science,66.2,57.02,20,0,false,true,false,Low attendance
7458,Nadeesha Herath,Female,Physics,66.24,56.11,21,0,false,true,false,Low attendance
5984,Ayesh Ranatunga,Male,Mathematics,66.25,50.51,18,0,false,true,false,Low attendance
4309,Naveen Abeysekera,Male,Physics,66.29,59.78,21,0,false,true,false,Low attendance
1275,Keith Holland,Male,Biology,66.3,57.86,21,0,false,true,false,Low attendance
8516,Dilan Gunawardena,Male,Biology,66.31,56.68,23,0,false,true,false,Low attendance
7992,Shehan Herath,Male,Computer Science,66.32,61.9,22,0,false,true,false,Low attendance
5872,Hiruni Silva,Female,Physics,66.33,54.21,21,0,false,true,false,Low attendance
4757,Kasun Rajapaksha,Male,Physics,66.37,61.31,18,0,false,true,false,Low attendance
6317,Hiruni Silva,Female,Physics,66.38,56.06,20,0,false,true,false,Low attendance
8208,Lahiru Silva,Male,Computer Science,66.38,59.59,19,0,false,true,false,Low attendance
5275,Amandi Ekanayake,Female,Computer Science,66.41,50.3,23,0,false,true,false,Low attendance
10806,Piumi Senanayake,Female,Physics,66.41,57.95,18,0,false,true,false,Low attendance
3238,Nimal Dias,Male,Biology,66.41,58.07,23,0,false,true,false,Low attendance
9684,Kavindi Dias,Female,Computer Science,66.41,59.5,17,0,false,true,false,Low attendance
10999,Tharushi Ranatunga,Female,Physics,66.42,49.13,19,0,false,true,false,Low attendance
1499,Cassidy Johnson,Male,Computer Science,66.44,56.06,22,0,false,true,false,Low attendance
5286,Sashini Madushanka,Female,Computer Science,66.45,52.62,17,0,false,true,false,Low attendance
6925,Amandi Wijesinghe,Female,Physics,66.45,52.81,21,0,false,true,false,Low attendance
7298,Dinithi Peiris,Female,Biology,66.47,56.09,23,0,false,true,false,Low attendance
8261,Dilan Wijesinghe,Male,Biology,66.49,61.74,18,0,false,true,false,Low attendance
6258,Rashmi Senanayake,Female,Mathematics,66.51,50.66,18,0,false,true,false,Low attendance
6038,Chamara Perera,Male,Physics,66.51,51.68,17,0,false,true,false,Low attendance
3558,Madhavi Madushanka,Female,Physics,66.51,58.64,22,0,false,true,false,Low attendance
7548,Shehan Ekanayake,Male,Biology,66.56,56.04,20,0,false,true,false,Low attendance
6955,Dilan Madushanka,Male,Computer Science,66.57,51.36,22,0,false,true,false,Low attendance
7555,Sashini Wijesinghe,Female,Physics,66.58,54.34,21,0,false,true,false,Low attendance
4370,Dinithi Rajapaksha,Female,Biology,66.62,50.76,21,0,false,true,false,Low attendance
9704,Sahan Rajapaksha,Male,Biology,66.63,52.01,22,0,false,true,false,Low attendance
10554,Sashini Senanayake,Female,Biology,66.65,58.08,25,0,false,true,false,Low attendance
7840,Dinithi Wijesinghe,Female,Biology,66.66,49.94,23,0,false,true,false,Low attendance
7114,Sashini Jayasinghe,Female,Computer Science,66.67,57.41,16,0,false,true,false,Low attendance
10432,Sashini Perera,Female,Mathematics,66.69,48.88,18,0,false,true,false,Low attendance
3546,Dinithi Dias,Female,Biology,66.69,60.72,21,0,false,true,false,Low attendance
4166,Sashini Jayasinghe,Female,Physics,66.7,47.39,18,0,false,true,false,Low attendance
3886,Supun Herath,Male,Mathematics,66.71,47.08,17,0,false,true,false,Low attendance
5718,Amal Wijesinghe,Male,Physics,66.73,60.11,17,0,false,true,false,Low attendance
4502,Dilan Gunawardena,Male,Biology,66.76,48.12,17,0,false,true,false,Low attendance
8949,Sanduni Herath,Female,Biology,66.76,56.94,25,0,false,true,false,Low attendance
6655,Amandi Senanayake,Female,Computer Science,66.78,50.79,21,0,false,true,false,Low attendance
7708,Naveen Silva,Male,Biology,66.79,52.12,18,0,false,true,false,Low attendance
4998,Amal Madushanka,Male,Mathematics,66.79,58.36,24,0,false,true,false,Low attendance
5525,Ravindu Rajapaksha,Male,Mathematics,66.81,58.54,18,0,false,true,false,Low attendance
4649,Piumi Rajapaksha,Female,Physics,66.83,50.45,21,1,false,true,false,Low attendance
10963,Dilini Rajapaksha,Female,Mathematics,66.85,57.92,17,0,false,true,false,Low attendance
7801,Sachini Rajapaksha,Female,Computer Science,66.86,53.22,18,0,false,true,false,Low attendance
9519,Amandi Gunawardena,Female,Biology,66.86,60.95,20,0,false,true,false,Low attendance
9249,Amal Gunawardena,Male,Physics,66.88,57.29,20,0,false,true,false,Low attendance
3719,Ishara Gunawardena,Male,Biology,66.93,50.89,19,0,false,true,false,Low attendance
7589,Chamara Madushanka,Male,Physics,66.95,50.37,19,0,false,true,false,Low attendance
9471,Naveen Perera,Male,Computer Science,66.96,57.2,22,0,false,true,false,Low attendance
9871,Naveen Dias,Male,Physics,66.96,57.87,25,0,false,true,false,Low attendance
4042,Tharushi Rajapaksha,Female,Computer Science,66.98,53.47,21,0,false,true,false,Low attendance
6474,Naveen Abeysekera,Male,Physics,66.99,50.96,19,0,false,true,false,Low attendance
8200,Tharindu Madushanka,Male,Physics,66.99,53.99,23,0,false,true,false,Low attendance
5376,Tharindu Herath,Male,Biology,66.99,58.18,23,0,false,true,false,Low attendance
9212,Nimal Wijesinghe,Male,Mathematics,67.0,52.16,18,0,false,true,false,Low attendance
9168,Ishani Dias,Female,Mathematics,67.01,52.12,16,0,false,true,false,Low attendance
10155,Supun Gunawardena,Male,Mathematics,67.03,50.55,15,0,false,true,false,Low attendance
8286,Nimal Ranatunga,Male,Physics,67.08,56.05,19,0,false,true,false,Low attendance
4658,Lahiru Jayasinghe,Male,Physics,67.09,58.35,22,0,false,true,false,Low attendance
3691,Shehan Wijesinghe,Male,Computer Science,67.1,48.54,21,0,false,true,false,Low attendance
9155,Dinithi Ranatunga,Female,Biology,67.1,57.12,21,0,false,true,false,Low attendance
10519,Nethmi Wijesinghe,Female,,67.1,58.46,23,0,false,true,false,Low attendance
1370,Mary Cherry,Female,Biology,67.14,59.5,26,0,false,true,false,Low attendance
1314,Barbara Anderson,Female,Mathematics,67.15,54.59,17,0,false,true,false,Low attendance
6348,Tharindu Fernando,Male,Physics,67.16,58.35,21,0,false,true,false,Low attendance
9561,Sashini Perera,Female,Physics,67.17,45.76,18,0,false,true,false,Low attendance
8552,Hiruni Silva,Female,Computer Science,67.17,51.1,24,0,false,true,false,Low attendance
9653,Nadeesha Abeysekera,Female,Physics,67.17,53.48,22,0,false,true,false,Low attendance
4163,Sachini Wijesinghe,Female,Physics,67.18,56.24,19,0,false,true,false,Low attendance
6467,Ayesh Ekanayake,Male,Mathematics,67.2,55.8,19,0,false,true,false,Low attendance
2104,Erika Smith,Male,Computer Science,67.2,58.1,26,0,false,true,false,Low attendance
10377,Dinithi Senanayake,Female,Mathematics,67.21,58.73,21,0,false,true,false,Low attendance
10015,Supun Ekanayake,Male,Biology,67.21,59.25,21,0,false,true,false,Low attendance
3511,Nimal Gunawardena,Male,Computer Science,67.23,54.6,25,0,false,true,false,Low attendance
1507,Angela Parker,Male,Mathematics,67.23,62.06,19,0,false,true,false,Low attendance
5747,Dinithi Wijesinghe,Female,Mathematics,67.24,56.09,16,0,false,true,false,Low attendance
5103,Nethmi Rajapaksha,Female,Computer Science,67.26,51.95,21,0,false,true,false,Low attendance
3421,Sashini Jayasinghe,Female,Mathematics,67.26,59.29,19,0,false,true,false,Low attendance
9000,Kusal Abeysekera,Male,Physics,67.28,53.03,22,0,false,true,false,Low attendance
5642,Supun Ekanayake,Male,Biology,67.29,52.44,22,0,false,true,false,Low attendance
1001,Laura Proctor,Female,Physics,67.3,56.55,17,0,false,true,false,Low attendance
3240,Supun Abeysekera,Male,Physics,67.32,55.54,21,0,false,true,false,Low attendance
7575,Hiruni Peiris,Female,Computer Science,67.32,55.58,16,0,false,true,false,Low attendance
4821,Nadeesha Ekanayake,Female,Computer Science,67.32,57.02,18,0,false,true,false,Low attendance
5614,Sahan Rajapaksha,Male,Biology,67.32,57.42,16,0,false,true,false,Low attendance
5666,Madhavi Perera,Female,Mathematics,67.33,47.34,17,0,false,true,false,Low attendance
10704,Sashini Wijesinghe,Female,Computer Science,67.33,48.53,18,0,false,true,false,Low attendance
9973,Tharindu Rajapaksha,Male,Biology,67.33,61.04,21,0,false,true,false,Low attendance
8573,Supun Rajapaksha,Male,Biology,67.34,53.22,21,0,false,true,false,Low attendance
8193,Lahiru Perera,Male,Mathematics,67.35,59.47,17,0,false,true,false,Low attendance
8730,Amal Perera,Male,Mathematics,67.39,46.27,19,0,false,true,false,Low attendance
3965,Amandi Ranatunga,Female,Mathematics,67.41,52.17,18,0,false,true,false,Low attendance
1624,Julia Valenzuela,Female,Physics,67.42,52.63,22,0,false,true,false,Low attendance
5517,Madhavi Dias,Female,Physics,67.44,60.46,20,0,false,true,false,Low attendance
6050,Madhavi Madushanka,Female,Computer Science,67.47,54.75,18,0,false,true,false,Low attendance
5721,Dinithi Jayasinghe,Female,Biology,67.48,55.03,22,0,false,true,false,Low attendance
7132,Ravindu Wijesinghe,Male,Physics,67.5,52.69,16,0,false,true,false,Low attendance
3990,Naveen Silva,Male,Biology,67.5,55.67,26,0,false,true,false,Low attendance
7435,Rashmi Dias,Female,Physics,67.5,58.31,19,0,false,true,false,Low attendance
4699,Piumi Rajapaksha,Female,Computer Science,67.51,56.43,23,0,false,true,false,Low attendance
5379,Piumi Peiris,Female,Biology,67.52,56.61,21,0,false,true,false,Low attendance
2499,Pamela Ruiz,Female,Physics,67.54,55.63,20,0,false,true,false,Low attendance
6134,Amandi Peiris,Female,Mathematics,67.61,56.21,19,0,false,true,false,Low attendance
6567,Dilan Rajapaksha,Male,Computer Science,67.62,55.83,22,0,false,true,false,Low attendance
9690,Dilan Ekanayake,Male,Physics,67.63,50.9,24,0,false,true,false,Low attendance
8511,Amandi Gunawardena,Female,Biology,67.63,53.79,16,0,false,true,false,Low attendance
9053,Naveen Dias,Male,Physics,67.63,60.9,19,0,false,true,false,Low attendance
7042,Lahiru Dias,Male,Biology,67.65,52.11,20,0,false,true,false,Low attendance
6230,Amal Herath,Male,Biology,67.67,56.75,20,0,false,true,false,Low attendance
8945,Ayesh Abeysekera,Male,Computer Science,67.69,58.24,16,0,false,true,false,Low attendance
2342,Ann Waters,Male,Mathematics,67.69,59.5,18,0,false,true,false,Low attendance
5145,Ravindu Wijesinghe,Male,Biology,67.7,47.59,18,0,false,true,false,Low attendance
7021,Rashmi Perera,Female,Computer Science,67.77,57.05,19,0,false,true,false,Low attendance
9310,Nethmi Jayasinghe,Female,Mathematics,67.78,55.32,16,0,false,true,false,Low attendance
9865,Ishani Gunawardena,Female,Physics,67.78,61.01,16,0,false,true,false,Low attendance
5813,Nadeesha Jayasinghe,Female,Physics,67.8,55.87,21,0,false,true,false,Low attendance
7060,Hiruni Perera,Female,Biology,67.8,56.71,20,0,false,true,false,Low attendance
4868,Rashmi Dias,Female,Computer Science,67.8,61.44,18,0,false,true,false,Low attendance
3641,Dilan Rajapaksha,Male,Biology,67.81,52.33,18,0,false,true,false,Low attendance
